OpenPrice,LowPrice,HighPrice,ClosePrice,StockHistoryDate,StockTickerId,Volume
396.52,374.35,402.67,383.20,1/4/2022 12:00:00 AM,TSLA,100248255
179.61,174.64,180.17,174.92,1/5/2022 12:00:00 AM,AAPL,94537602
67.20,66.26,67.86,66.29,1/5/2022 12:00:00 AM,ATVI,14988229
24.06,23.47,24.95,23.66,1/5/2022 12:00:00 AM,F,253540030
144.18,137.52,144.30,137.65,1/5/2022 12:00:00 AM,GOOG,49641520
55.84,55.37,56.44,55.63,1/5/2022 12:00:00 AM,PFE,52956422
382.22,360.34,390.11,362.71,1/5/2022 12:00:00 AM,TSLA,80119791
172.70,171.64,175.30,172.00,1/6/2022 12:00:00 AM,AAPL,96903955
66.16,63.71,66.26,63.82,1/6/2022 12:00:00 AM,ATVI,15071102
24.09,23.36,24.62,24.46,1/6/2022 12:00:00 AM,F,155058829
137.50,136.76,139.69,137.55,1/6/2022 12:00:00 AM,GOOG,29049040
55.16,54.49,55.63,54.84,1/6/2022 12:00:00 AM,PFE,37000392
359.00,340.17,362.67,354.90,1/6/2022 12:00:00 AM,TSLA,90336474
172.89,171.03,174.14,172.17,1/7/2022 12:00:00 AM,AAPL,86709147
63.99,63.33,64.89,64.04,1/7/2022 12:00:00 AM,ATVI,21467898
24.67,24.04,24.91,24.44,1/7/2022 12:00:00 AM,F,127017482
137.91,135.79,138.25,137.00,1/7/2022 12:00:00 AM,GOOG,19408240
55.36,54.63,55.77,55.72,1/7/2022 12:00:00 AM,PFE,27703374
360.12,336.67,360.31,342.32,1/7/2022 12:00:00 AM,TSLA,84164742
169.08,168.17,172.50,172.19,1/10/2022 12:00:00 AM,AAPL,106765552
63.89,61.99,64.24,63.11,1/10/2022 12:00:00 AM,ATVI,14993000
24.10,23.35,24.44,23.85,1/10/2022 12:00:00 AM,F,122800705
135.10,133.14,138.64,138.57,1/10/2022 12:00:00 AM,GOOG,34095680
55.71,54.74,56.26,56.24,1/10/2022 12:00:00 AM,PFE,34044653
333.33,326.67,353.03,352.71,1/10/2022 12:00:00 AM,TSLA,91814877
172.32,170.82,175.18,175.08,1/11/2022 12:00:00 AM,AAPL,76138312
63.09,62.93,65.98,65.85,1/11/2022 12:00:00 AM,ATVI,10728595
23.78,23.28,24.35,24.35,1/11/2022 12:00:00 AM,F,106011628
138.18,136.81,140.33,140.02,1/11/2022 12:00:00 AM,GOOG,23501240
56.75,55.81,57.43,56.69,1/11/2022 12:00:00 AM,PFE,33576632
351.22,346.27,358.62,354.80,1/11/2022 12:00:00 AM,TSLA,66063204
176.12,174.82,177.18,175.53,1/12/2022 12:00:00 AM,AAPL,74805173
65.23,63.81,65.54,64.81,1/12/2022 12:00:00 AM,ATVI,13986918
24.61,24.01,24.84,24.47,1/12/2022 12:00:00 AM,F,104049995
141.55,141.11,142.81,141.65,1/12/2022 12:00:00 AM,GOOG,23641580
56.34,55.90,57.16,56.65,1/12/2022 12:00:00 AM,PFE,27608533
359.62,357.53,371.61,368.74,1/12/2022 12:00:00 AM,TSLA,83739015
175.78,171.79,176.62,172.19,1/13/2022 12:00:00 AM,AAPL,84505760
64.91,64.01,65.00,64.17,1/13/2022 12:00:00 AM,ATVI,12790840
24.64,24.37,25.87,25.02,1/13/2022 12:00:00 AM,F,185780529
141.84,138.91,143.19,139.13,1/13/2022 12:00:00 AM,GOOG,26565080
56.53,55.22,56.75,55.54,1/13/2022 12:00:00 AM,PFE,28117937
369.69,342.18,371.87,343.85,1/13/2022 12:00:00 AM,TSLA,97209792
171.34,171.09,173.78,173.07,1/14/2022 12:00:00 AM,AAPL,80440780
63.99,62.99,65.54,65.39,1/14/2022 12:00:00 AM,ATVI,13495723
24.47,24.30,25.28,25.19,1/14/2022 12:00:00 AM,F,146012226
137.50,137.50,141.20,139.79,1/14/2022 12:00:00 AM,GOOG,23825920
54.98,54.51,55.38,54.95,1/14/2022 12:00:00 AM,PFE,27072545
339.96,337.79,350.67,349.87,1/14/2022 12:00:00 AM,TSLA,72924408
171.51,169.41,172.54,169.80,1/18/2022 12:00:00 AM,AAPL,91168729
86.77,81.45,86.90,82.31,1/18/2022 12:00:00 AM,ATVI,120268984
24.87,24.30,25.13,24.38,1/18/2022 12:00:00 AM,F,110820118
136.60,135.62,137.39,136.29,1/18/2022 12:00:00 AM,GOOG,27401960
54.50,53.43,54.55,54.11,1/18/2022 12:00:00 AM,PFE,35607017
342.20,338.69,356.93,343.50,1/18/2022 12:00:00 AM,TSLA,66989403
170.00,165.94,171.08,166.23,1/19/2022 12:00:00 AM,AAPL,94814990
82.64,81.50,83.06,82.15,1/19/2022 12:00:00 AM,ATVI,30482080
24.65,22.41,24.92,22.45,1/19/2022 12:00:00 AM,F,153198159
136.94,135.50,138.40,135.65,1/19/2022 12:00:00 AM,GOOG,20795280
53.65,53.45,54.49,53.54,1/19/2022 12:00:00 AM,PFE,27300373
347.24,331.67,351.56,331.88,1/19/2022 12:00:00 AM,TSLA,75442482
166.98,164.18,169.68,164.51,1/20/2022 12:00:00 AM,AAPL,91420515
82.30,81.65,83.04,81.76,1/20/2022 12:00:00 AM,ATVI,18995304
21.88,21.57,22.88,21.65,1/20/2022 12:00:00 AM,F,152014122
136.51,133.14,137.91,133.51,1/20/2022 12:00:00 AM,GOOG,21930560
53.96,53.07,54.52,54.05,1/20/2022 12:00:00 AM,PFE,35105321
336.58,331.33,347.22,332.09,1/20/2022 12:00:00 AM,TSLA,70488738
164.41,162.30,166.33,162.41,1/21/2022 12:00:00 AM,AAPL,122848858
81.91,81.15,82.00,81.35,1/21/2022 12:00:00 AM,ATVI,17143275
21.21,20.54,21.50,20.65,1/21/2022 12:00:00 AM,F,145532883
133.01,130.00,134.76,130.09,1/21/2022 12:00:00 AM,GOOG,41919220
54.42,52.46,54.87,52.79,1/21/2022 12:00:00 AM,PFE,41058973
332.11,313.50,334.85,314.63,1/21/2022 12:00:00 AM,TSLA,103416021
160.02,154.70,162.30,161.62,1/24/2022 12:00:00 AM,AAPL,162706690
80.74,79.45,81.84,79.97,1/24/2022 12:00:00 AM,ATVI,24383509
19.93,18.80,20.47,20.39,1/24/2022 12:00:00 AM,F,186937311
126.03,124.64,130.78,130.37,1/24/2022 12:00:00 AM,GOOG,55292040
51.75,49.81,52.06,51.54,1/24/2022 12:00:00 AM,PFE,59080740
301.59,283.82,311.17,310.00,1/24/2022 12:00:00 AM,TSLA,152375139
158.98,157.02,162.76,159.78,1/25/2022 12:00:00 AM,AAPL,115798367
79.75,79.01,80.59,79.12,1/25/2022 12:00:00 AM,ATVI,14403847
20.00,19.56,20.31,19.98,1/25/2022 12:00:00 AM,F,116775836
128.44,126.38,129.34,126.74,1/25/2022 12:00:00 AM,GOOG,36008600
51.36,51.24,52.84,52.54,1/25/2022 12:00:00 AM,PFE,43983174
304.73,301.07,317.09,306.13,1/25/2022 12:00:00 AM,TSLA,86595903
163.50,157.82,164.39,159.69,1/26/2022 12:00:00 AM,AAPL,108275308
79.64,78.63,79.91,78.78,1/26/2022 12:00:00 AM,ATVI,10309091
21.01,19.57,21.04,19.91,1/26/2022 12:00:00 AM,F,135786383
130.59,127.15,132.81,129.24,1/26/2022 12:00:00 AM,GOOG,39630880
52.57,52.45,53.62,53.01,1/26/2022 12:00:00 AM,PFE,39644846
317.48,302.00,329.23,312.47,1/26/2022 12:00:00 AM,TSLA,104867280
162.45,158.28,163.84,159.22,1/27/2022 12:00:00 AM,AAPL,121954638
79.10,78.65,79.72,78.90,1/27/2022 12:00:00 AM,ATVI,10862381
20.31,19.41,20.65,19.55,1/27/2022 12:00:00 AM,F,105674407
131.36,128.94,132.61,129.12,1/27/2022 12:00:00 AM,GOOG,30285020
53.02,53.00,54.58,53.37,1/27/2022 12:00:00 AM,PFE,36957197
311.12,276.33,311.80,276.37,1/27/2022 12:00:00 AM,TSLA,147109563
165.71,162.80,170.35,170.33,1/28/2022 12:00:00 AM,AAPL,179935660
78.80,77.77,79.14,79.14,1/28/2022 12:00:00 AM,ATVI,11203773
19.32,18.92,19.55,19.54,1/28/2022 12:00:00 AM,F,87677099
130.00,128.69,133.37,133.29,1/28/2022 12:00:00 AM,GOOG,30517560
53.77,53.10,54.67,54.33,1/28/2022 12:00:00 AM,PFE,28590397
277.19,264.00,285.83,282.12,1/28/2022 12:00:00 AM,TSLA,134788950
170.16,169.51,175.00,174.78,1/31/2022 12:00:00 AM,AAPL,115541590
78.87,77.91,79.44,79.01,1/31/2022 12:00:00 AM,ATVI,11649481
19.58,19.37,20.33,20.30,1/31/2022 12:00:00 AM,F,91361949
134.20,132.27,135.84,135.70,1/31/2022 12:00:00 AM,GOOG,34055560
54.00,52.38,54.14,52.69,1/31/2022 12:00:00 AM,PFE,38644575
290.90,287.35,312.66,312.24,1/31/2022 12:00:00 AM,TSLA,104436090
174.01,172.31,174.84,174.61,2/1/2022 12:00:00 AM,AAPL,86213911
79.08,78.77,79.75,79.06,2/1/2022 12:00:00 AM,ATVI,12225348
20.61,19.92,20.85,20.66,2/1/2022 12:00:00 AM,F,117651761
137.84,134.57,138.20,137.88,2/1/2022 12:00:00 AM,GOOG,51203200
52.74,52.39,53.16,53.07,2/1/2022 12:00:00 AM,PFE,27883325
311.74,301.67,314.57,310.42,2/1/2022 12:00:00 AM,TSLA,73138338
174.75,173.33,175.88,175.84,2/2/2022 12:00:00 AM,AAPL,84914256
79.08,78.93,79.70,79.25,2/2/2022 12:00:00 AM,ATVI,17386485
20.81,20.18,21.05,20.63,2/2/2022 12:00:00 AM,F,95377617
151.86,145.56,152.10,148.04,2/2/2022 12:00:00 AM,GOOG,89750760
52.84,52.45,54.13,53.86,2/2/2022 12:00:00 AM,PFE,32039345
309.39,296.47,310.50,301.89,2/2/2022 12:00:00 AM,TSLA,66793032
174.48,172.12,176.24,172.90,2/3/2022 12:00:00 AM,AAPL,89418074
79.25,78.70,79.79,78.95,2/3/2022 12:00:00 AM,ATVI,19961433
20.17,19.87,20.62,19.89,2/3/2022 12:00:00 AM,F,103015970
145.29,142.21,149.12,142.65,2/3/2022 12:00:00 AM,GOOG,56930140
53.33,53.09,53.89,53.38,2/3/2022 12:00:00 AM,PFE,22635803
294.00,293.51,312.33,297.05,2/3/2022 12:00:00 AM,TSLA,78855552
171.68,170.68,174.10,172.39,2/4/2022 12:00:00 AM,AAPL,82465400
78.45,78.40,79.83,79.25,2/4/2022 12:00:00 AM,ATVI,13259076
18.52,17.52,18.59,17.96,2/4/2022 12:00:00 AM,F,211100496
143.02,139.82,144.54,143.02,2/4/2022 12:00:00 AM,GOOG,49224400
53.02,52.63,53.43,53.00,2/4/2022 12:00:00 AM,PFE,24932162
299.07,293.72,312.17,307.77,2/4/2022 12:00:00 AM,TSLA,73625463
172.86,170.95,173.95,171.66,2/7/2022 12:00:00 AM,AAPL,77251204
79.80,79.32,79.98,79.50,2/7/2022 12:00:00 AM,ATVI,9059732
17.73,17.70,18.12,17.89,2/7/2022 12:00:00 AM,F,84609973
143.71,138.70,143.85,138.94,2/7/2022 12:00:00 AM,GOOG,44610740
53.30,52.24,53.58,53.21,2/7/2022 12:00:00 AM,PFE,32358536
307.93,300.90,315.92,302.45,2/7/2022 12:00:00 AM,TSLA,60994458
171.73,171.43,175.35,174.83,2/8/2022 12:00:00 AM,AAPL,74829217
79.68,79.55,80.79,80.23,2/8/2022 12:00:00 AM,ATVI,9106239
17.57,17.02,17.91,17.72,2/8/2022 12:00:00 AM,F,142694301
138.99,136.87,139.84,139.21,2/8/2022 12:00:00 AM,GOOG,34255040
50.64,49.69,51.80,51.70,2/8/2022 12:00:00 AM,PFE,67921966
301.84,298.27,308.76,307.33,2/8/2022 12:00:00 AM,TSLA,50729013
176.05,174.90,176.65,176.28,2/9/2022 12:00:00 AM,AAPL,71285038
80.55,80.15,81.86,81.50,2/9/2022 12:00:00 AM,ATVI,11355935
18.27,18.03,18.43,18.35,2/9/2022 12:00:00 AM,F,87118588
140.85,140.38,142.18,141.45,2/9/2022 12:00:00 AM,GOOG,28627160
51.64,50.90,51.72,51.47,2/9/2022 12:00:00 AM,PFE,38522207
311.67,306.67,315.42,310.67,2/9/2022 12:00:00 AM,TSLA,52259544
174.14,171.55,175.48,172.12,2/10/2022 12:00:00 AM,AAPL,90865899
81.12,81.08,81.94,81.45,2/10/2022 12:00:00 AM,ATVI,9061296
17.96,17.92,18.63,18.08,2/10/2022 12:00:00 AM,F,76195321
139.50,138.05,141.43,138.60,2/10/2022 12:00:00 AM,GOOG,33017700
51.04,50.39,51.37,50.60,2/10/2022 12:00:00 AM,PFE,34200602
302.79,298.90,314.60,301.52,2/10/2022 12:00:00 AM,TSLA,66126825
172.33,168.04,173.08,168.64,2/11/2022 12:00:00 AM,AAPL,98670687
81.50,81.08,81.83,81.50,2/11/2022 12:00:00 AM,ATVI,6970953
18.10,17.42,18.36,17.55,2/11/2022 12:00:00 AM,F,94534092
138.75,133.29,139.28,134.13,2/11/2022 12:00:00 AM,GOOG,38808800
50.33,50.08,51.24,50.78,2/11/2022 12:00:00 AM,PFE,34997790
303.21,283.57,305.32,286.67,2/11/2022 12:00:00 AM,TSLA,79645869
167.37,166.56,169.58,168.88,2/14/2022 12:00:00 AM,AAPL,86185530
81.49,81.11,81.63,81.50,2/14/2022 12:00:00 AM,ATVI,7059108
17.51,17.29,17.73,17.46,2/14/2022 12:00:00 AM,F,78625022
133.37,133.30,136.17,135.30,2/14/2022 12:00:00 AM,GOOG,26792800
49.82,48.48,50.50,49.80,2/14/2022 12:00:00 AM,PFE,42973119
287.19,284.38,299.63,291.92,2/14/2022 12:00:00 AM,TSLA,67756410
170.97,170.25,172.95,172.79,2/15/2022 12:00:00 AM,AAPL,64286320
81.60,81.35,82.00,81.52,2/15/2022 12:00:00 AM,ATVI,9032117
17.80,17.72,18.13,18.08,2/15/2022 12:00:00 AM,F,66043642
137.47,135.54,137.90,136.43,2/15/2022 12:00:00 AM,GOOG,26577560
49.80,49.21,50.04,49.79,2/15/2022 12:00:00 AM,PFE,29161056
300.00,297.79,307.67,307.48,2/15/2022 12:00:00 AM,TSLA,57649536
171.85,170.05,173.34,172.55,2/16/2022 12:00:00 AM,AAPL,61177398
81.45,81.09,81.78,81.46,2/16/2022 12:00:00 AM,ATVI,6487527
17.89,17.74,18.21,18.01,2/16/2022 12:00:00 AM,F,57442108
136.43,134.82,137.95,137.49,2/16/2022 12:00:00 AM,GOOG,25609660
49.59,49.43,50.77,49.68,2/16/2022 12:00:00 AM,PFE,27672592
304.68,300.40,308.81,307.80,2/16/2022 12:00:00 AM,TSLA,51294393
171.03,168.47,171.91,168.88,2/17/2022 12:00:00 AM,AAPL,69589344
81.46,80.89,81.50,80.97,2/17/2022 12:00:00 AM,ATVI,4949120
17.86,17.50,17.94,17.54,2/17/2022 12:00:00 AM,F,55368605
136.15,132.20,136.84,132.31,2/17/2022 12:00:00 AM,GOOG,30968120
49.81,48.75,49.96,48.90,2/17/2022 12:00:00 AM,PFE,21231671
304.42,291.37,306.17,292.12,2/17/2022 12:00:00 AM,TSLA,55178415
169.82,166.19,170.54,167.30,2/18/2022 12:00:00 AM,AAPL,82772674
81.04,80.93,81.53,81.05,2/18/2022 12:00:00 AM,ATVI,7753874
17.60,17.57,18.48,18.04,2/18/2022 12:00:00 AM,F,106404212
133.04,130.31,133.82,130.47,2/18/2022 12:00:00 AM,GOOG,31858600
48.78,48.20,49.52,48.53,2/18/2022 12:00:00 AM,PFE,26955313
295.33,279.20,295.62,285.66,2/18/2022 12:00:00 AM,TSLA,68501835
164.98,162.15,166.69,164.32,2/22/2022 12:00:00 AM,AAPL,91162758
81.15,81.11,81.87,81.23,2/22/2022 12:00:00 AM,ATVI,10983610
17.67,17.07,17.76,17.29,2/22/2022 12:00:00 AM,F,98550682
129.99,127.74,131.90,129.40,2/22/2022 12:00:00 AM,GOOG,38906580
47.54,47.34,48.31,47.53,2/22/2022 12:00:00 AM,PFE,34814811
278.04,267.03,285.58,273.84,2/22/2022 12:00:00 AM,TSLA,83288196
165.54,159.75,166.15,160.07,2/23/2022 12:00:00 AM,AAPL,90009247
81.04,80.44,81.12,80.71,2/23/2022 12:00:00 AM,ATVI,9378377
17.50,16.88,17.73,16.95,2/23/2022 12:00:00 AM,F,79855388
131.08,127.50,131.75,127.58,2/23/2022 12:00:00 AM,GOOG,26431280
47.59,46.78,48.16,46.87,2/23/2022 12:00:00 AM,PFE,25792980
276.81,253.52,278.43,254.68,2/23/2022 12:00:00 AM,TSLA,95257008
152.58,152.00,162.85,162.74,2/24/2022 12:00:00 AM,AAPL,141147540
80.10,80.02,81.18,81.01,2/24/2022 12:00:00 AM,ATVI,10386941
15.99,15.96,17.19,17.15,2/24/2022 12:00:00 AM,F,110443935
125.00,124.76,133.04,132.67,2/24/2022 12:00:00 AM,GOOG,43165080
45.86,45.40,46.76,45.96,2/24/2022 12:00:00 AM,PFE,44227348
233.46,233.33,267.49,266.92,2/24/2022 12:00:00 AM,TSLA,135322272
163.84,160.87,165.12,164.85,2/25/2022 12:00:00 AM,AAPL,91974222
81.15,80.63,81.53,81.44,2/25/2022 12:00:00 AM,ATVI,5700501
17.25,17.12,17.90,17.83,2/25/2022 12:00:00 AM,F,78887954
133.53,131.76,135.39,134.52,2/25/2022 12:00:00 AM,GOOG,26235860
45.81,45.74,48.03,47.72,2/25/2022 12:00:00 AM,PFE,31199192
269.74,260.80,273.17,269.96,2/25/2022 12:00:00 AM,TSLA,76067757
163.06,162.43,165.42,165.12,2/28/2022 12:00:00 AM,AAPL,95056629
81.05,80.89,81.57,81.50,2/28/2022 12:00:00 AM,ATVI,10268461
17.34,17.21,17.68,17.56,2/28/2022 12:00:00 AM,F,82367839
133.28,132.83,135.64,134.89,2/28/2022 12:00:00 AM,GOOG,29675680
46.82,46.34,47.17,46.94,2/28/2022 12:00:00 AM,PFE,35296050
271.67,271.57,292.29,290.14,2/28/2022 12:00:00 AM,TSLA,99006867
164.69,161.97,166.60,163.20,3/1/2022 12:00:00 AM,AAPL,83474425
81.14,80.58,81.50,80.88,3/1/2022 12:00:00 AM,ATVI,8028997
17.41,16.45,17.41,16.70,3/1/2022 12:00:00 AM,F,94819514
134.48,133.38,136.11,134.17,3/1/2022 12:00:00 AM,GOOG,24639920
46.69,45.44,47.14,45.75,3/1/2022 12:00:00 AM,PFE,29854506
289.89,284.59,296.63,288.12,3/1/2022 12:00:00 AM,TSLA,74766861
164.39,162.95,167.36,166.56,3/2/2022 12:00:00 AM,AAPL,79724750
81.34,80.94,81.67,81.48,3/2/2022 12:00:00 AM,ATVI,8034492
17.50,17.30,18.25,18.10,3/2/2022 12:00:00 AM,F,138638206
134.61,133.43,135.62,134.75,3/2/2022 12:00:00 AM,GOOG,23966740
46.11,46.00,47.93,47.70,3/2/2022 12:00:00 AM,PFE,36516150
290.71,281.42,295.49,293.30,3/2/2022 12:00:00 AM,TSLA,74643435
168.47,165.55,168.91,166.23,3/3/2022 12:00:00 AM,AAPL,76678441
81.55,81.09,81.65,81.50,3/3/2022 12:00:00 AM,ATVI,7024113
18.25,17.44,18.25,17.60,3/3/2022 12:00:00 AM,F,95395521
135.98,133.43,136.71,134.31,3/3/2022 12:00:00 AM,GOOG,19779300
47.68,47.48,48.59,47.83,3/3/2022 12:00:00 AM,PFE,30553340
292.92,277.53,295.48,279.76,3/3/2022 12:00:00 AM,TSLA,61623504
164.49,162.10,165.55,163.17,3/4/2022 12:00:00 AM,AAPL,83819592
81.36,81.29,81.83,81.43,3/4/2022 12:00:00 AM,ATVI,7529951
17.35,16.64,17.39,16.85,3/4/2022 12:00:00 AM,F,91440118
133.38,130.41,134.20,132.12,3/4/2022 12:00:00 AM,GOOG,24472240
47.50,47.41,48.77,48.65,3/4/2022 12:00:00 AM,PFE,33222898
283.03,275.05,285.22,279.43,3/4/2022 12:00:00 AM,TSLA,67179861
163.36,159.04,165.02,159.30,3/7/2022 12:00:00 AM,AAPL,96418845
81.18,80.40,81.50,80.55,3/7/2022 12:00:00 AM,ATVI,8545956
16.84,15.97,16.90,15.97,3/7/2022 12:00:00 AM,F,87999215
131.90,126.41,131.90,126.46,3/7/2022 12:00:00 AM,GOOG,39177900
48.25,47.52,48.84,47.98,3/7/2022 12:00:00 AM,PFE,33171300
285.43,268.19,288.71,268.19,3/7/2022 12:00:00 AM,TSLA,72494172
158.82,155.80,162.88,157.44,3/8/2022 12:00:00 AM,AAPL,131148280
80.42,80.32,81.44,81.03,3/8/2022 12:00:00 AM,ATVI,7519801
16.06,15.77,16.72,16.03,3/8/2022 12:00:00 AM,F,101020299
126.25,125.86,131.25,127.28,3/8/2022 12:00:00 AM,GOOG,35249560
47.58,46.47,48.42,47.44,3/8/2022 12:00:00 AM,PFE,32913298
265.18,260.72,283.33,274.80,3/8/2022 12:00:00 AM,TSLA,80399106
161.47,159.41,163.41,162.95,3/9/2022 12:00:00 AM,AAPL,91454905
81.37,80.66,81.48,80.83,3/9/2022 12:00:00 AM,ATVI,9914482
16.65,16.28,16.83,16.37,3/9/2022 12:00:00 AM,F,62846720
131.40,130.09,134.20,133.87,3/9/2022 12:00:00 AM,GOOG,32257440
48.13,48.00,49.22,48.75,3/9/2022 12:00:00 AM,PFE,24718917
279.83,277.34,286.85,286.32,3/9/2022 12:00:00 AM,TSLA,59183973
160.20,155.98,160.39,158.52,3/10/2022 12:00:00 AM,AAPL,105342033
80.77,80.57,81.27,80.80,3/10/2022 12:00:00 AM,ATVI,6981412
16.11,15.76,16.41,16.33,3/10/2022 12:00:00 AM,F,72992643
131.46,131.40,133.54,132.68,3/10/2022 12:00:00 AM,GOOG,24265200
48.30,48.05,49.29,49.20,3/10/2022 12:00:00 AM,PFE,24542343
283.82,270.12,284.82,279.43,3/10/2022 12:00:00 AM,TSLA,58648644
158.93,154.50,159.28,154.73,3/11/2022 12:00:00 AM,AAPL,96970102
80.80,80.18,81.20,80.31,3/11/2022 12:00:00 AM,ATVI,10714298
16.40,16.01,16.48,16.04,3/11/2022 12:00:00 AM,F,54985888
134.00,130.30,134.20,130.48,3/11/2022 12:00:00 AM,GOOG,26599800
49.14,48.94,50.90,50.27,3/11/2022 12:00:00 AM,PFE,33701925
280.07,264.59,281.27,265.12,3/11/2022 12:00:00 AM,TSLA,67037166
151.45,150.10,154.12,150.62,3/14/2022 12:00:00 AM,AAPL,108732111
80.05,79.45,80.44,79.55,3/14/2022 12:00:00 AM,ATVI,9535962
16.09,15.51,16.23,15.74,3/14/2022 12:00:00 AM,F,66341703
130.57,126.41,131.03,126.74,3/14/2022 12:00:00 AM,GOOG,30253860
50.72,50.39,52.91,52.25,3/14/2022 12:00:00 AM,PFE,42314540
260.20,252.01,266.90,255.46,3/14/2022 12:00:00 AM,TSLA,71152263
150.90,150.38,155.57,155.09,3/15/2022 12:00:00 AM,AAPL,92964302
79.43,79.15,79.80,79.51,3/15/2022 12:00:00 AM,ATVI,7352798
15.77,15.53,16.14,16.06,3/15/2022 12:00:00 AM,F,65263720
127.74,126.57,130.52,129.66,3/15/2022 12:00:00 AM,GOOG,30292600
52.62,51.18,52.92,52.21,3/15/2022 12:00:00 AM,PFE,30172127
258.42,252.19,268.52,267.30,3/15/2022 12:00:00 AM,TSLA,66841137
157.05,154.46,160.00,159.59,3/16/2022 12:00:00 AM,AAPL,102300157
79.78,78.74,79.85,79.12,3/16/2022 12:00:00 AM,ATVI,10726533
16.47,16.06,16.63,16.58,3/16/2022 12:00:00 AM,F,82677638
131.00,129.20,133.77,133.69,3/16/2022 12:00:00 AM,GOOG,32058200
52.54,52.18,53.27,52.92,3/16/2022 12:00:00 AM,PFE,29891423
269.67,267.42,280.67,280.08,3/16/2022 12:00:00 AM,TSLA,84028815
158.61,157.63,161.00,160.62,3/17/2022 12:00:00 AM,AAPL,75615376
79.48,78.61,79.48,78.89,3/17/2022 12:00:00 AM,ATVI,7955861
16.23,16.16,16.58,16.58,3/17/2022 12:00:00 AM,F,58500236
133.32,132.72,134.74,134.60,3/17/2022 12:00:00 AM,GOOG,23994380
52.92,52.79,54.25,54.24,3/17/2022 12:00:00 AM,PFE,30598584
277.00,275.24,291.67,290.53,3/17/2022 12:00:00 AM,TSLA,66582972
160.51,159.76,164.48,163.98,3/18/2022 12:00:00 AM,AAPL,123511692
78.75,78.55,79.36,78.76,3/18/2022 12:00:00 AM,ATVI,16205023
16.42,16.28,16.89,16.86,3/18/2022 12:00:00 AM,F,89144035
133.88,132.93,136.91,136.80,3/18/2022 12:00:00 AM,GOOG,45899700
54.38,53.70,55.00,54.51,3/18/2022 12:00:00 AM,PFE,51814974
291.50,289.13,302.62,301.80,3/18/2022 12:00:00 AM,TSLA,100414188
163.51,163.01,166.35,165.38,3/21/2022 12:00:00 AM,AAPL,95811352
78.84,78.41,79.10,78.84,3/21/2022 12:00:00 AM,ATVI,7753592
16.87,16.33,17.11,16.48,3/21/2022 12:00:00 AM,F,72583599
136.85,134.61,137.58,136.48,3/21/2022 12:00:00 AM,GOOG,26632460
54.24,53.90,55.30,54.19,3/21/2022 12:00:00 AM,PFE,34592463
304.99,302.36,314.28,307.05,3/21/2022 12:00:00 AM,TSLA,81981648
165.51,164.91,169.42,168.82,3/22/2022 12:00:00 AM,AAPL,81532007
78.90,78.90,79.43,79.30,3/22/2022 12:00:00 AM,ATVI,6444490
16.72,16.70,17.30,17.09,3/22/2022 12:00:00 AM,F,77647141
136.50,136.50,141.50,140.28,3/22/2022 12:00:00 AM,GOOG,29776860
54.20,52.49,54.32,53.04,3/22/2022 12:00:00 AM,PFE,32253610
310.00,307.25,332.62,331.33,3/22/2022 12:00:00 AM,TSLA,105868557
167.99,167.65,172.64,170.21,3/23/2022 12:00:00 AM,AAPL,98062674
79.15,79.03,79.84,79.07,3/23/2022 12:00:00 AM,ATVI,5308118
16.82,16.57,17.05,16.68,3/23/2022 12:00:00 AM,F,63296760
139.14,138.17,140.03,138.50,3/23/2022 12:00:00 AM,GOOG,25302320
53.02,52.16,53.50,52.19,3/23/2022 12:00:00 AM,PFE,29183686
326.65,325.47,346.90,333.04,3/23/2022 12:00:00 AM,TSLA,120676149
171.06,170.21,174.14,174.07,3/24/2022 12:00:00 AM,AAPL,90131418
79.35,78.96,79.65,79.62,3/24/2022 12:00:00 AM,ATVI,3717356
16.74,16.64,16.98,16.83,3/24/2022 12:00:00 AM,F,56314211
139.27,138.04,141.40,141.31,3/24/2022 12:00:00 AM,GOOG,20544720
52.54,52.29,52.84,52.59,3/24/2022 12:00:00 AM,PFE,25177484
336.58,329.60,341.50,337.97,3/24/2022 12:00:00 AM,TSLA,68920875
173.88,172.75,175.28,174.72,3/25/2022 12:00:00 AM,AAPL,80546156
79.67,79.50,79.97,79.60,3/25/2022 12:00:00 AM,ATVI,5384297
16.74,16.34,16.78,16.47,3/25/2022 12:00:00 AM,F,62023077
141.75,139.70,141.96,141.52,3/25/2022 12:00:00 AM,GOOG,19289080
52.74,52.51,53.25,52.78,3/25/2022 12:00:00 AM,PFE,17435470
336.00,332.44,340.60,336.88,3/25/2022 12:00:00 AM,TSLA,62031546
172.17,172.00,175.73,175.60,3/28/2022 12:00:00 AM,AAPL,90371916
79.31,79.18,80.07,80.01,3/28/2022 12:00:00 AM,ATVI,4970327
16.55,16.28,16.68,16.67,3/28/2022 12:00:00 AM,F,54634367
140.68,139.83,141.98,141.95,3/28/2022 12:00:00 AM,GOOG,23773080
52.53,52.50,53.56,53.28,3/28/2022 12:00:00 AM,PFE,21863713
355.03,351.20,365.96,363.95,3/28/2022 12:00:00 AM,TSLA,102506076
176.69,176.34,179.01,178.96,3/29/2022 12:00:00 AM,AAPL,100589440
80.15,80.15,80.75,80.75,3/29/2022 12:00:00 AM,ATVI,5527196
